Index	Level	Language	Content	Sentence	Errors	Erroneous_words	Comment
29	B1	Frans	Beste Quinten,   Ik heb uw advertentie op samenhuizen.be gekeken (https://www.samenhuizen.be/co-housing-zoekt-koppel). Ik en mijn vriend, Charlotte, willen graag met u leven.  Charlotte werkt als huisarts en ik als statistikus. Wij komen beiden van het Waals-Brabant maar we zijn het Nederlands aan het leren.  Wij zijn een rustig koppel die houdt van muziek, sport en reizen. Is het mogelijk een afspraak te maken om elkaar te zien ?    Met vriendelijke groeten,   Maxime	Wij zijn een rustig koppel die houdt van muziek, sport en reizen.	Wij zijn een rustig koppel die (G)  houdt (P)  van muziek, sport en reizen	houdt	In een bijzin staan alle werkwoorden in de eindgroep.
30	B1	Engels	Het werk dat ik zou willen doen is fotograaf. Ik ben de perfecte persoon voor deze werk, aangezien ik weet hoe ik een camera moet gebruiken. Als Ik was een fotograf, dan ik niet in een klaslokaal op een universiteit worden zitten. Ik zou naar de windstreken kunnen reizen, om de schoonheid van de natuur vast te fotograferen. Ik zou vooral ijzige landschappen willen fotograferen omdat ze snel verdwijnen. Ze veranderen ook veel onder het licht, wat erg mooi is. Ik zou veel geweldige foto’s kunnen maken. Ik wil nooit in de krijgsmacht werken.Ten eerste zou ik een hekel hebben aan het dragen van een uniform en veel moeten sporten. Ik zit liever rustig en denk na. Het idee dat ik op een gegeven moment zou ik vechten met andere mensen, is iets wat ik gewoon niet kon doen. Ik las ooit een verhaal over een kleine stier die niet naar de arena wilde om te vechten, maar liever aan de bloemen rook. Die kleine stier ben ik en ik zou nooit in de krijgsmacht werken.	Als Ik was een fotograf, dan ik niet in een klaslokaal op een universiteit worden zitten.	Als Ik (S)  was (P)  een fotogra (S) f, dan ik niet in een klaslokaal op een universiteit worden (F)  zitten (G)  (P)	was	In een bijzin staan alle werkwoorden in de eindgroep.
32	A2	Russisch	Beste Tatiana,  Ik ben heel blij dat je tijd heeft om te bezoek me. Ik wil je ontmoeten en de stad Antwerpen laten zien. Dit is heel mooi en interessant stad met zijn geschiedenis en mooie plekjes. Er ziij hier veel oude kerken en gebouwen, museums en er zijn vaak veel culturele evenementen. We kunnen door de winkelstraat wandelen, heerlijke chocolaatjes proeven en naar glimmende diamanten in de etalages kijken. Anwerpen is een diamante hoofdstad van de wereld, omdat altijd  met schittering en rijkdom geassocieerd. Daarna kunnen we op straat heerlijke populaire Belgische frietjes met mayonaise eten, en als toetje Belgische wafels met room en aardbeien. Het is erg lekker en typisch voor België. We moeten zeker bezoeken het Rubensmuseum, het bekendste museum van de stad. Dit is een geweldige plek om veel prachtige schilderijen te zien en de sfeer van het huis van de kunstenaar te voelen. Aan het eind van de dag kunnen we een wandeling langs de waterkant van de stad. Ik hoop dat je mijn plan leuk vindt en dat we een geweldige tijd hebben. Groetjes  Irin.	Ik ben heel blij dat je tijd heeft om te bezoek me.	Beste Tatiana,  Ik ben heel blij dat je tijd heeft  (G) om te bezoek me (P)	me	
33	A2	Russisch	Beste Tatiana,  Ik ben heel blij dat je tijd heeft om te bezoek me. Ik wil je ontmoeten en de stad Antwerpen laten zien. Dit is heel mooi en interessant stad met zijn geschiedenis en mooie plekjes. Er ziij hier veel oude kerken en gebouwen, museums en er zijn vaak veel culturele evenementen. We kunnen door de winkelstraat wandelen, heerlijke chocolaatjes proeven en naar glimmende diamanten in de etalages kijken. Anwerpen is een diamante hoofdstad van de wereld, omdat altijd  met schittering en rijkdom geassocieerd. Daarna kunnen we op straat heerlijke populaire Belgische frietjes met mayonaise eten, en als toetje Belgische wafels met room en aardbeien. Het is erg lekker en typisch voor België. We moeten zeker bezoeken het Rubensmuseum, het bekendste museum van de stad. Dit is een geweldige plek om veel prachtige schilderijen te zien en de sfeer van het huis van de kunstenaar te voelen. Aan het eind van de dag kunnen we een wandeling langs de waterkant van de stad. Ik hoop dat je mijn plan leuk vindt en dat we een geweldige tijd hebben. Groetjes  Irin.	We moeten zeker bezoeken het Rubensmuseum, het bekendste museum van de stad.	We moeten zeker bezoeken (P)  het Rubensmuseum, het bekendste museum van de stad	bezoeken	
34	A2	Spaans	Hallo Daniel Ik hoop dat je veel van Kinsale houdt! Ik ben blij dat je er bent. Ik vind de “Main street” en de “Pier road” de mooiste straten. Er zijn veel winkels, maar ik denk dat “The Canvas Works” in de “Main Street” de beste winkel is. Dat is de winkel waar ik een jaar heb gewerkt. De eigenaar van de winkel heet Patrick en hij is heel vriendelijk. Er hangen veel posters aan de muren. In de posters staan illustraties van verschillende steden van Ierland. Kinsale heeft ook veel cafés en ik vind “The Poets Corner” de gezelligst. In deze cafe maken ze de beste koffie van de dorp, vind ik. Kinsale heeft enkele parken naast de zee, waar kunnen jouw kinderen zich amuseren. Mijn favoriete park staat in de “Pier road”. Het is dichtbij de café. Ik zou graag samen met jou de dorp willen bezoeken, maar woon ik nu in Leuven. Ik ben Nederlands aan het studeren. Ik moet veel oefening en huiswerk maken om de taal te leren.  Geniet van je bezoek! Groetjes, Laura	Kinsale heeft enkele parken naast de zee, waar kunnen jouw kinderen zich amuseren.	Kinsale heeft enkele parken naast de zee, waar kunnen jouw kinderen zich amuseren (P)	kunnen jouw kinderen zich amuseren	
35	A2	Spaans	Hallo Daniel Ik hoop dat je veel van Kinsale houdt! Ik ben blij dat je er bent. Ik vind de “Main street” en de “Pier road” de mooiste straten. Er zijn veel winkels, maar ik denk dat “The Canvas Works” in de “Main Street” de beste winkel is. Dat is de winkel waar ik een jaar heb gewerkt. De eigenaar van de winkel heet Patrick en hij is heel vriendelijk. Er hangen veel posters aan de muren. In de posters staan illustraties van verschillende steden van Ierland. Kinsale heeft ook veel cafés en ik vind “The Poets Corner” de gezelligst. In deze cafe maken ze de beste koffie van de dorp, vind ik. Kinsale heeft enkele parken naast de zee, waar kunnen jouw kinderen zich amuseren. Mijn favoriete park staat in de “Pier road”. Het is dichtbij de café. Ik zou graag samen met jou de dorp willen bezoeken, maar woon ik nu in Leuven. Ik ben Nederlands aan het studeren. Ik moet veel oefening en huiswerk maken om de taal te leren.  Geniet van je bezoek! Groetjes, Laura	Ik zou graag samen met jou de dorp willen bezoeken, maar woon ik nu in Leuven.	Ik zou graag samen met jou de  (G) dorp willen bezoeken, maar woon ik  (P) nu in Leuven	woon ik	
36	B1	Frans	Wat mij betreft, zou ik helemaal geen brandweerman willen zijn. Ten eerste, ben ik erg bang voor vuur. Zels als ik mijn uiterste best doe, zal ik niet in staat ziijn mijn angst te overwinnen.  Ten tweede, omdat ik niet de fysieke condition heb om dit werk te doen. Ten slotte, ben ik een persoon die veel te aarzelend is. Ik reageer niet snel op kritieke situaties.  Zoals je kunt zien, ben ik zeker niet geschikt voor deze baan!  Ik zou liever in een rustigere, minder fysieke baan werken. Bijvoorbeeld, werken als onderzoeker aan een universiteit.	Wat mij betreft, zou ik helemaal geen brandweerman willen zijn.	Wat mij betreft, (F)  zou ik (P)  helemaal geen brandweerman willen zijn	zou ik	Ik zou
37	B1	Frans	Wat mij betreft, zou ik helemaal geen brandweerman willen zijn. Ten eerste, ben ik erg bang voor vuur. Zels als ik mijn uiterste best doe, zal ik niet in staat ziijn mijn angst te overwinnen.  Ten tweede, omdat ik niet de fysieke condition heb om dit werk te doen. Ten slotte, ben ik een persoon die veel te aarzelend is. Ik reageer niet snel op kritieke situaties.  Zoals je kunt zien, ben ik zeker niet geschikt voor deze baan!  Ik zou liever in een rustigere, minder fysieke baan werken. Bijvoorbeeld, werken als onderzoeker aan een universiteit.	Zels als ik mijn uiterste best doe, zal ik niet in staat ziijn mijn angst te overwinnen.	Zels  (P) als ik mijn uiterste best doe, zal ik niet in staat ziijn mijn angst te overwinnen	Zels	
39	A2	Turks	Ik zou graag een kook zijn denk ik omdat ik van eten en koken hou. Als ik de juiste ingrediënten heb, dan zou ik graag interresante recepten koken. Hoewel als een kook je flexibele werktijd hebt, als je jouw eigen restaurant hebt kan je jouw werktijd ook arrangeren. Als het eten lekker is, zou ik het graag met anderen mensen ook delen.    Ik zou helemaal niet graag een brandweervrouw zijn omdat ik niet van zoveel adrenaline hou. Als een brandweerman of brandweervrouw moet je heel streng lichaam hebben en moet je heel kalm zijn in elke situatie. Als je paniek hebt tijdens een brand situatie kan je meer beschadigen dan helpen denk ik.	Als het eten lekker is, zou ik het graag met anderen mensen ook delen.	(W)  Als het eten lekker is, zou ik het graag met anderen mensen ook (P)  delen	ook	
40	A2	Arabisch	Ik vraag of jij een lichtblauw hemd hebt. (winkel) Ik vraag of jullie een korting van het einde jaar hebben. (winkel) Ik weet niet of de test er moeilijk is. Omdat ik een werk zoek, studeer ik Nederlands. Ik weet dat ik leer Nederlands moet studeren. (werkwoord) Ik wil dat ik naar een café koffie drink. Ik kom als het regent naar de les is. Als ik een vrije dag heb, dan ga ik naar het zwembad.	Ik kom als het regent naar de les is.	Ik kom als het regent (P)  naar de les is (F)	als het regent	
41	B1+	Grieks	Uit van alle voorgestelde jobs, denk ik dat ik een chefkok best zou kunnen worden. Ik overweeg dit wegens de volgende reden. -Ik hou van creatief zijn tijdens mijn werk. Een chef moet altijd nieuwe recepten ontwikkelen en ook beslissingen vinden voor verschillende problemen die elke dag in de keuken  verschijnen. -De taken ven een chef zijn nogal verwisselend. Ze/hij moet de organisatie, de samenwerking en de hierarchie in het team vestigen terwijl ook een creative kunstenaar zijn, en public relations met de klanten ontwikkelen. -Ik hou ook van mensen blij te maken. Een restaurant is een plaats van plezier, van romance et van mensen die een gebeurtenis samen willen ervaren. Ik wil dus graag in die momenten meedoen en de plezier van die momenten verhogen.  Door de bovende reden, ben ik overtuigd dat ik een excellente chefkok kan worden.	Uit van alle voorgestelde jobs, denk ik dat ik een chefkok best zou kunnen worden.	Uit  (F) van alle voorgestelde jobs, denk ik dat ik een chefkok (P)  best zou kunnen worden	een chefkok	
44	A2	Turks	Dag Bert Ik ben al drie dagen ziek. Eergisteren morgen heb ik me een beetje moe  gevoeld. Die dag rond middag heb ik hoofdpijn en wat koorts gehad. Ik ben in die na middag uit mijn school vertrokken om naar de dokter te gaan. De dokter heeft eerst mij onderzocht. Daarna heeft hij mijn medecijnen voorschreven. Hij heeft gezegd  dat ik verkouden heb.  Ook heeft de dokter een attest voor mijn school. Dus ik ga twee dagen nog niet naar op werk omdat ik me nog niet goed gevoeld heb. Na de dokter ben ik de naaste apotheker geweest . Die heeft mij een doosje pillen tegen de koorts en een fles neusdruppel gegeven. Ik heb al de pijnstiller thuis gehad. Ik hoop dat ik tot weekend beter word. Vandaag is mijn zus naar mijn huis langsgekomen. Ze heeft ook boodschappengedaan voor mij. Er zijn alles in huis: verse groenten  en fruit, een brood, melk en koffie. Bedankt dat je voor me zorgt. Tot volgende week. Vriendelijke groeten! Hatice	De dokter heeft eerst mij onderzocht.	De dokter heeft eerst mij (P)  onderzocht	eerst mij	object = eerste woord van de rest
45	A2	Spaans	Hallo Hendrik, Ik ben super en ben ik blij voor je bezoet. Op maandag 13 december tot donderdag 16 december wer ik van s´morgen tot s´avonds maar de volgende dagen ben ik vrij. Op vrijdag tot zondag is voor ons. Mijn adres is vlierstraat 4 bus 5, 3300 Kumtich. Op vrijdag s´morgen kunnen we gaan naar Leuven en bezoeken we het oud stadhuis, er is heel mooi, in de namiddag kunnen we naar zwartehond cafe en eten we hier, dat cafe heeft uitstekende broodjes en desserts. En s´avonds willen we naar de biooscop en kijken we Gucci huis. Op zaterdag s´middag willen we een koffie drinken met mijn ouders? en s´avonds kunnen we gaan salsa danse in Brussel. Op zondag s´morgen moet ik naar de kerk in Tienen omdat de kerk een hulpprogramma heeft voor arme mensen en ik help, maar s´avonds kunnen we eten mijn specialiteit, spaguetti met zeevruchten. Vind je deze agenda interessant? Ik hoop van wel. Groetjes en tot volgende week! Mariela.	Op vrijdag s´morgen kunnen we gaan naar Leuven en bezoeken we het oud stadhuis, er is heel mooi, in de namiddag kunnen we naar zwartehond cafe en eten we hier, dat cafe heeft uitstekende broodjes en desserts.	Op vrijdag s´morgen (W)  kunnen we gaan naar Leuven  (P) en bezoeken we het oud stadhuis, er is heel mooi (G) , in de namiddag kunnen we naar zwartehond cafe (√)  en eten we hier, dat cafe heeft uitstekende broodjes en desserts (G)	gaan naar Leuven	naar Leuven gaan (infinitieven op het einde)
46	A2	Spaans	Hallo Hendrik, Ik ben super en ben ik blij voor je bezoet. Op maandag 13 december tot donderdag 16 december wer ik van s´morgen tot s´avonds maar de volgende dagen ben ik vrij. Op vrijdag tot zondag is voor ons. Mijn adres is vlierstraat 4 bus 5, 3300 Kumtich. Op vrijdag s´morgen kunnen we gaan naar Leuven en bezoeken we het oud stadhuis, er is heel mooi, in de namiddag kunnen we naar zwartehond cafe en eten we hier, dat cafe heeft uitstekende broodjes en desserts. En s´avonds willen we naar de biooscop en kijken we Gucci huis. Op zaterdag s´middag willen we een koffie drinken met mijn ouders? en s´avonds kunnen we gaan salsa danse in Brussel. Op zondag s´morgen moet ik naar de kerk in Tienen omdat de kerk een hulpprogramma heeft voor arme mensen en ik help, maar s´avonds kunnen we eten mijn specialiteit, spaguetti met zeevruchten. Vind je deze agenda interessant? Ik hoop van wel. Groetjes en tot volgende week! Mariela.	Op zondag s´morgen moet ik naar de kerk in Tienen omdat de kerk een hulpprogramma heeft voor arme mensen en ik help, maar s´avonds kunnen we eten mijn specialiteit, spaguetti met zeevruchten.	Op zondag s´morgen (S)  moet ik naar de kerk in Tienen omdat de kerk een hulpprogramma heeft voor arme mensen en ik help, maar s´avonds kunnen we eten mijn specialitei (P) t, spaguetti  (S) met zeevruchten	eten mijn specialitei	mijn specialiteit eten
47	B1	Frans	Ik hou van zowel Antwerpen als Gent, maar ik vind Gent het interessantst. Ik heb er een paar keer geweest, en was altijd verrast door de schoonheid van die stad. Ten eerst, de architectuur is geweldig, met heel veel bezienswaardigheden van de middleeuwen: kerken, bouwen, toren, en het mooie kasteel “het Gravensteen”. Ten tweede, de kunst in Gent is erg ontwikkeld en gevarieerd. Van middeleeuwse tot moderne kunst, je vindt altijd wel een museum of een kunstgalerie die bij je past.  Ten slotte, elke drie jaar organiseert de stad Gent een lichtfestival. Ik heb er in 2017 geweest, en vond het heel mooie. Ik kom uit de regio van Lyon in Frankrijk, en die stad organiseert ook een lichtfestival elk jaar in december. De festival van Lyon is groter, maar die van Gent vond ik ook van hoge kwaliteit.	Ten eerst, de architectuur is geweldig, met heel veel bezienswaardigheden van de middleeuwen: kerken, bouwen, toren, en het mooie kasteel “het Gravensteen”.	Ten eerst, (F)  de architectuur is (P)  geweldig, met heel veel bezienswaardigheden van de middleeuwen: kerken, bouwen (W) , toren (G) , en het mooie kasteel “het Gravensteen”	is	
