index	original	parse
88	Zoals in Seru Fortuna , één van de meest arme wijken .	(ROOT (CP (vg 0) (PP (vz 1) (NP (MWU (spec 2) (spec 3)) (let 4) (NP (tw 5) (PP (vz 6) (NP (lid 7) (AP (vnw 8) (adj 9)) (n 10))))))) (let 11))
89	Het schoolhoofd van het Kolegio Dodo Palm is jaren geleden begonnen met het aanbieden van een ontbijt en later ook een warme maaltijd aan schoolkinderen .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (MWU (spec 4) (spec 5) (spec 6))))) (ww 7) (PPART (AP (n 8) (bw 9)) (ww 10) (PP (vz 11) (NP (lid 12) (ww 13) (PP (vz 14) (CONJ (NP (lid 15) (n 16)) (vg 17) (NP (adj 18) (bw 19) (lid 20) (adj 21) (n 22) (PP (vz 23) (n 24))))))))) (let 25))
90	De schooluitval is hierdoor gereduceerd en de leerprestaties verhoogd .	(ROOT (CONJ (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (bw 3) (ww 4))) (vg 5) (SMAIN (NP (lid 6) (n 7)) (PPART (ww 8)))) (let 9))
91	Het Avila Beach Hotel heeft destijds ook zijn diensten aangeboden . In hun keuken zijn de moeders getraind om voor grote groepen mensen te koken .	(ROOT (DU (SMAIN (NP (lid 0) (MWU (spec 1) (spec 2) (spec 3))) (ww 4) (PPART (adj 5) (bw 6) (NP (vnw 7) (n 8)) (ww 9))) (let 10) (SMAIN (PPART (PP (vz 11) (NP (vnw 12) (n 13))) (ww 17) (OTI (vz 18) (TI (INF (PP (vz 19) (NP (adj 20) (n 21) (n 22))) (ww 24)) (vz 23)))) (ww 14) (NP (lid 15) (n 16)))) (let 25))
92	Een mooi voorbeeld van maatschappelijk verantwoord ondernemen !	(ROOT (NP (lid 0) (adj 1) (n 2) (PP (vz 3) (NP (adj 4) (ww 5) (n 6)))) (let 7))
93	Een ander voorbeeld is de rol die burgers en vrijwilligers spelen bij de sportieve vorming van jongeren op Curaçao . Veel leerkrachten en ouders zetten zich hier na school- en werktijd belangeloos voor in . De nadruk ligt vooral bij de sporten softbal en honkbal .	(ROOT (DU (SMAIN (NP (lid 0) (adj 1) (n 2)) (ww 3) (NP (lid 4) (n 5) (REL (vnw 6) (SSUB (CONJ (n 7) (vg 8) (n 9)) (ww 10) (PP (vz 11) (NP (lid 12) (adj 13) (n 14) (PP (vz 15) (NP (adj 16) (PP (vz 17) (n 18)))))))))) (let 19) (SMAIN (CONJ (NP (vnw 20) (n 21)) (vg 22) (NP (n 23))) (ww 24) (vnw 25) (PP (vnw 26) (vz 32)) (PP (vz 27) (CONJ (spec 28) (vg 29) (n 30))) (adj 31) (vz 33)) (let 34) (SMAIN (NP (lid 35) (n 36)) (ww 37) (bw 38) (PP (vz 39) (NP (lid 40) (n 41) (CONJ (n 42) (vg 43) (n 44)))))) (let 45))
94	Het komt niet zelden voor dat de vrijwilligers uit eigen zak eten voor de jongeren kopen . Dergelijke sociale betrokkenheid is van onschatbare waarde .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (bw 2) (bw 3) (vz 4) (CP (vg 5) (SSUB (NP (lid 6) (n 7) (PP (vz 8) (NP (adj 9) (n 10)))) (NP (n 11) (PP (vz 12) (NP (lid 13) (adj 14)))) (ww 15)))) (let 16) (SMAIN (NP (adj 17) (adj 18) (n 19)) (ww 20) (PP (vz 21) (NP (adj 22) (n 23))))) (let 24))
95	Sportief werpt de inzet van al deze mensen ook zijn vruchten af .	(ROOT (SMAIN (adj 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (DETP (vnw 5) (vnw 6)) (n 7)))) (bw 8) (NP (vnw 9) (n 10)) (vz 11)) (let 12))
96	Curaçao brengt topspelers voort die op internationaal niveau meespelen , zie Andruw Jones en Hensley Meulens .	(ROOT (DU (SMAIN (n 0) (ww 1) (NP (n 2) (REL (vnw 4) (SSUB (PP (vz 5) (NP (adj 6) (n 7))) (ww 8)))) (bw 3)) (let 9) (SV1 (ww 10) (CONJ (MWU (spec 11) (spec 12)) (vg 13) (MWU (spec 14) (spec 15))))) (let 16))
97	Beide voorbeelden laten zien hoe mensen hun maatschappelijke verantwoordelijkheid kunnen nemen .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (INF (ww 3) (WHSUB (bw 4) (SSUB (n 5) (INF (NP (vnw 6) (adj 7) (n 8)) (ww 10)) (ww 9))))) (let 11))
98	Mensen die zich vaak belangeloos willen inzetten voor een ander .	(ROOT (SMAIN (NP (n 0) (REL (vnw 1) (SSUB (vnw 2) (AP (adj 3) (adj 4)) (ww 5)))) (ww 6) (PP (vz 7) (NP (lid 8) (adj 9)))) (let 10))
99	En die op deze manier de samenleving een stukje beter maken .	(ROOT (DU (vg 0) (REL (vnw 1) (SSUB (PP (vz 2) (NP (vnw 3) (n 4))) (NP (lid 5) (n 6)) (AP (NP (lid 7) (n 8)) (adj 9)) (ww 10)))) (let 11))
100	Ik heb daar groot respect en waardering voor .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vnw 2) (vz 7)) (NP (adj 3) (CONJ (n 4) (vg 5) (n 6)))) (let 8))
101	Dit soort initiatieven van actief burgerschap kan wat mij betreft niet genoeg navolging krijgen .	(ROOT (SMAIN (NP (NP (vnw 0) (n 1)) (n 2) (PP (vz 3) (NP (adj 4) (n 5)))) (ww 6) (INF (WHREL (vnw 7) (SSUB (vnw 8) (ww 9))) (bw 10) (NP (bw 11) (n 12)) (ww 13))) (let 14))
102	Ik kom bij het laatste deel van mijn inleiding : het belang van economische dynamiek .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (lid 3) (adj 4) (n 5) (PP (vz 6) (NP (vnw 7) (n 8))) (let 9) (NP (lid 10) (n 11) (PP (vz 12) (NP (adj 13) (n 14))))))) (let 15))
103	Benjamin Friedman spreekt daarover in zijn boek ' The moral consequences of economic growth ' .	(ROOT (SMAIN (MWU (spec 0) (spec 1)) (ww 2) (bw 3) (PP (vz 4) (NP (vnw 5) (n 6) (let 7) (MWU (spec 8) (spec 9) (spec 10) (spec 11) (spec 12) (spec 13)) (let 14)))) (let 15))
104	Hij toont het verband aan tussen aan de ene kant economische groei en dynamiek en aan de andere kant tolerantie , versterking van democratische waarden en socialer beleid .	(ROOT (CONJ (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 5) (CONJ (NP (PP (vz 6) (NP (lid 7) (vnw 8) (n 9))) (adj 10) (n 11)) (vg 12) (NP (n 13))))) (vz 4)) (vg 14) (SMAIN (PP (vz 15) (NP (lid 16) (adj 17) (n 18))) (CONJ (n 19) (let 20) (NP (n 21) (PP (vz 22) (NP (adj 23) (n 24)))) (vg 25) (NP (adj 26) (n 27))))) (let 28))
105	Alle reden dus om economische dynamiek te bevorderen .	(ROOT (NP (vnw 0) (n 1) (bw 2) (OTI (vz 3) (TI (INF (NP (adj 4) (n 5)) (ww 7)) (vz 6)))) (let 8))
106	Hiervoor zijn een aantal zaken cruciaal : solide overheidsfinanciën en een beleid gericht op economische groei .	(ROOT (DU (SMAIN (bw 0) (ww 1) (NP (lid 2) (n 3) (n 4)) (adj 5)) (let 6) (CONJ (NP (adj 7) (n 8)) (vg 9) (NP (lid 10) (n 11) (PPART (ww 12) (PP (vz 13) (NP (adj 14) (n 15))))))) (let 16))
107	Te denken valt dan aan het vergroten van de arbeidsproductiviteit , het terugdwingen van de jeugdwerkloosheid , het creëren van een aantrekkelijk investeringsklimaat en het verbeteren van het onderwijs .	(ROOT (SMAIN (PP (vz 0) (n 1)) (ww 2) (bw 3) (PP (vz 4) (CONJ (NP (lid 5) (ww 6) (PP (vz 7) (NP (lid 8) (n 9)))) (let 10) (NP (lid 11) (ww 12) (PP (vz 13) (NP (lid 14) (n 15)))) (let 16) (NP (lid 17) (ww 18) (PP (vz 19) (NP (lid 20) (adj 21) (n 22)))) (vg 23) (NP (lid 24) (ww 25) (PP (vz 26) (NP (lid 27) (n 28))))))) (let 29))
108	Maar een belangrijke voorwaarde voor economische dynamiek is ook good governance , goed bestuur .	(ROOT (DU (vg 0) (SMAIN (NP (lid 1) (adj 2) (n 3) (PP (vz 4) (NP (adj 5) (n 6)))) (ww 7) (bw 8) (NP (MWU (spec 9) (spec 10)) (let 11) (NP (adj 12) (n 13))))) (let 14))
109	In de economie draait het in belangrijke mate om vertrouwen en voorspelbaarheid .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2))) (ww 3) (vnw 4) (PP (vz 5) (NP (adj 6) (n 7))) (PP (vz 8) (CONJ (n 9) (vg 10) (n 11)))) (let 12))
110	Het is aan de overheid om hiervoor de randvoorwaarden te creëren .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (lid 3) (n 4))) (OTI (vz 5) (TI (INF (bw 6) (NP (lid 7) (n 8)) (ww 10)) (vz 9)))) (let 11))
111	Dat stelt ook eisen aan het functioneren van de overheid zelf .	(ROOT (SMAIN (vnw 0) (ww 1) (INF (bw 2) (ww 3) (PP (vz 4) (NP (lid 5) (ww 6) (PP (vz 7) (NP (lid 8) (n 9) (bw 10))))))) (let 11))
112	Transparantie en het handhaven van regels zijn factoren die het investeringsklimaat meebepalen .	(ROOT (SMAIN (CONJ (n 0) (vg 1) (NP (lid 2) (ww 3) (PP (vz 4) (n 5)))) (ww 6) (NP (n 7) (REL (vnw 8) (SSUB (NP (lid 9) (n 10)) (ww 11))))) (let 12))
113	Het begrip goed bestuur staat niet volledig open voor eigen interpretatie .	(ROOT (SMAIN (NP (lid 0) (n 1) (NP (adj 2) (n 3))) (ww 4) (bw 5) (AP (adj 6) (adj 7)) (PP (vz 8) (NP (adj 9) (n 10)))) (let 11))
114	In ons Koninkrijk hebben we met elkaar een aantal criteria afgesproken wat betreft de deugdelijkheid van het openbaar bestuur .	(ROOT (SMAIN (PPART (PP (vz 0) (NP (vnw 1) (n 2))) (PP (vz 5) (vnw 6)) (NP (lid 7) (n 8) (n 9) (PP (MWU (vnw 11) (ww 12)) (NP (lid 13) (n 14) (PP (vz 15) (NP (lid 16) (adj 17) (n 18)))))) (ww 10)) (ww 3) (vnw 4)) (let 19))
115	In het Statuut is vastgelegd dat het Koninkrijk daar borg voor staat .	(ROOT (SMAIN (PPART (PP (vz 0) (NP (lid 1) (n 2))) (ww 4) (CP (vg 5) (SSUB (NP (lid 6) (n 7)) (PP (vnw 8) (vz 10)) (n 9) (ww 11)))) (ww 3)) (let 12))
116	Zaken die wat mij betreft ononderhandelbaar zijn : democratie , respect voor de rule of law , checks and balances , transparantie en het bestrijden van corruptie .	(ROOT (DU (NP (n 0) (REL (vnw 1) (SSUB (WHREL (vnw 2) (SSUB (vnw 3) (ww 4))) (adj 5) (ww 6)))) (let 7) (CONJ (n 8) (let 9) (NP (n 10) (PP (vz 11) (NP (lid 12) (MWU (spec 13) (spec 14) (spec 15)))) (let 16) (MWU (spec 17) (spec 18) (spec 19))) (let 20) (n 21) (vg 22) (NP (lid 23) (ww 24) (PP (vz 25) (n 26))))) (let 27))
117	Corruptie neemt economische dynamiek de wind uit de zeilen . Terwijl we er juist voor moeten zorgen dat het alle partners in het Koninkrijk economisch voor de wind gaat .	(ROOT (DU (SMAIN (n 0) (ww 1) (NP (adj 2) (n 3)) (NP (lid 4) (n 5) (PP (vz 6) (NP (lid 7) (n 8))))) (let 9) (CP (vg 10) (SSUB (vnw 11) (INF (PP (vnw 12) (vz 14)) (bw 13) (ww 16) (CP (vg 17) (SSUB (vnw 18) (NP (vnw 19) (n 20) (PP (vz 21) (NP (lid 22) (n 23)))) (adj 24) (MWU (vz 25) (lid 26) (n 27)) (ww 28)))) (ww 15)))) (let 29))
118	Daarom hechten we in het Koninkrijk zo sterk aan goed bestuur .	(ROOT (SMAIN (bw 0) (ww 1) (vnw 2) (PP (vz 3) (NP (lid 4) (n 5))) (AP (bw 6) (adj 7) (PP (vz 8) (NP (adj 9) (n 10))))) (let 11))
119	Goed bestuur maakt het ons mogelijk effectief beleid te voeren ten aanzien van economische hervormingen , armoedebestrijding , het terugdringen van criminaliteit .	(ROOT (SMAIN (NP (adj 0) (n 1)) (ww 2) (vnw 3) (vnw 4) (adj 5) (TI (INF (NP (adj 6) (n 7)) (ww 9) (PP (MWU (vz 10) (n 11) (vz 12)) (CONJ (NP (adj 13) (n 14)) (let 15) (n 16) (let 17) (NP (lid 18) (ww 19) (PP (vz 20) (n 21)))))) (vz 8))) (let 22))
120	Goed bestuur vergroot duurzaam de levensstandaard van burgers .	(ROOT (SMAIN (NP (adj 0) (n 1)) (ww 2) (adj 3) (NP (lid 4) (n 5) (PP (vz 6) (n 7)))) (let 8))
121	Ik rond af met u even mee terug in de tijd te nemen naar het eind van de 18e eeuw .	(ROOT (SMAIN (vnw 0) (ww 1) (vz 2) (PP (vz 3) (vnw 4)) (bw 5) (vz 6) (TI (INF (bw 7) (PP (vz 8) (NP (lid 9) (n 10) (PP (vz 13) (NP (lid 14) (n 15) (PP (vz 16) (NP (lid 17) (tw 18) (n 19))))))) (ww 12)) (vz 11))) (let 20))
122	Het kleine Sint Eustatius schrijft geschiedenis . Niet alleen door in 1776 als eerste de nieuwe Verenigde Staten van Amerika met maar liefst 13 saluutschoten te erkennen .	(ROOT (SMAIN (NP (lid 0) (adj 1) (MWU (spec 2) (spec 3))) (ww 4) (NP (n 5) (let 6) (AP (bw 7) (bw 8))) (vz 9) (PP (vz 10) (tw 11)) (TI (INF (CP (vz 12) (tw 13)) (NP (lid 14) (adj 15) (MWU (ww 16) (n 17)) (PP (vz 18) (n 19)) (PP (vz 20) (NP (MWU (bw 21) (bw 22)) (tw 23) (n 24)))) (ww 26)) (vz 25))) (let 27))
123	Maar ook door op het gebied van internationale handel een absolute wereldspeler te zijn .	(ROOT (DU (vg 0) (DU (bw 1) (CP (vz 2) (TI (INF (PP (MWU (vz 3) (lid 4) (n 5) (vz 6)) (NP (adj 7) (n 8))) (NP (lid 9) (adj 10) (n 11)) (ww 13)) (vz 12))))) (let 14))
124	Sint Eustatius weet optimaal gebruik te maken van zijn gunstige ligging en goede haven . In het topjaar 1779 liepen 3.551 schepen de haven binnen .	(ROOT (DU (SMAIN (MWU (spec 0) (spec 1)) (ww 2) (TI (INF (adj 3) (n 4) (ww 6) (PP (vz 7) (CONJ (NP (vnw 8) (adj 9) (n 10)) (vg 11) (NP (adj 12) (n 13))))) (vz 5))) (let 14) (SMAIN (PP (vz 15) (NP (lid 16) (n 17) (tw 18))) (ww 19) (NP (tw 20) (n 21)) (NP (lid 22) (n 23)) (vz 24))) (let 25))
125	Ruim honderd per dag dus .	(ROOT (DU (PPART (adj 0) (ww 1) (PP (vz 2) (n 3))) (bw 4)) (let 5))
126	De voorspoed was groot , de bijnaam ' Golden rock ' terecht .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (adj 3) (let 4) (NP (lid 5) (n 6) (let 7) (MWU (spec 8) (spec 9)) (let 10)) (adj 11)) (let 12))
127	Dit beeld wil ik even vasthouden bij het bepalen van het toekomstbeeld van het Caribische deel van het Koninkrijk .	(ROOT (SMAIN (INF (NP (vnw 0) (n 1)) (bw 4) (ww 5) (PP (vz 6) (NP (lid 7) (ww 8) (PP (vz 9) (NP (lid 10) (n 11) (PP (vz 12) (NP (lid 13) (adj 14) (n 15) (PP (vz 16) (NP (lid 17) (n 18)))))))))) (ww 2) (vnw 3)) (let 19))
128	Waar staan de eilanden in 2030 ?	(ROOT (WHQ (vnw 0) (SV1 (ww 1) (NP (lid 2) (n 3)) (PP (vz 4) (tw 5)))) (let 6))
129	Ik denk dat het onze ambitie moet zijn om ook dan een internationale ' hotspot ' te zijn .	(ROOT (SMAIN (vnw 0) (ww 1) (CP (vg 2) (SSUB (vnw 3) (INF (NP (vnw 4) (n 5)) (ww 7) (OTI (vz 8) (TI (INF (bw 9) (bw 10) (NP (lid 11) (adj 12) (let 13) (n 14) (let 15)) (ww 17)) (vz 16)))) (ww 6)))) (let 18))
130	Laten we er samen voor zorgen dat het op deze eilanden in 2030 bruist van de handel , welvaart en dynamiek .	(ROOT (SV1 (ww 0) (vnw 1) (INF (PP (vnw 2) (vz 4) (CP (vg 6) (SSUB (vnw 7) (PP (vz 8) (NP (vnw 9) (n 10))) (PP (vz 11) (tw 12)) (ww 13) (PP (vz 14) (CONJ (NP (lid 15) (n 16)) (let 17) (NP (n 18)) (vg 19) (NP (n 20))))))) (bw 3) (ww 5))) (let 21))
131	Ook dan kunnen we de gunstige ligging benutten .	(ROOT (SMAIN (INF (ADVP (bw 0) (bw 1)) (NP (lid 4) (adj 5) (n 6)) (ww 7)) (ww 2) (vnw 3)) (let 8))
132	Ook dan kunnen we een wereldspeler zijn .	(ROOT (SMAIN (INF (ADVP (bw 0) (bw 1)) (NP (lid 4) (n 5)) (ww 6)) (ww 2) (vnw 3)) (let 7))
133	Ik ben ervan overtuigd dat het mogelijk is , als we daar nu de fundamenten voor leggen .	(ROOT (SMAIN (vnw 0) (ww 1) (PPART (PP (bw 2) (CP (vg 4) (SSUB (vnw 5) (adj 6) (ww 7) (let 8) (CP (vg 9) (SSUB (vnw 10) (PP (vnw 11) (vz 15)) (bw 12) (NP (lid 13) (n 14)) (ww 16)))))) (ww 3))) (let 17))
134	De staatkundige vernieuwing is daarbij een belangrijke bouwsteen .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2)) (ww 3) (bw 4) (NP (lid 5) (adj 6) (n 7))) (let 8))
135	Het hele proces is niet bedoeld om de verschillen van mening tussen de bestuurders van de Antillen en van Nederland van de afgelopen tientallen jaren nog eens over te doen .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2)) (ww 3) (bw 4) (PPART (ww 5) (OTI (vz 6) (TI (INF (NP (lid 7) (n 8) (PP (vz 9) (NP (n 10) (PP (vz 11) (NP (lid 12) (n 13) (CONJ (PP (vz 14) (NP (lid 15) (n 16))) (vg 17) (PP (vz 18) (n 19))))))) (PP (vz 20) (NP (lid 21) (ww 22) (n 23) (n 24)))) (bw 25) (bw 26) (vz 27) (ww 29)) (vz 28))))) (let 30))
136	Doel van de vernieuwing is een betere toekomst voor burgers .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3)))) (ww 4) (NP (lid 5) (adj 6) (n 7) (PP (vz 8) (n 9)))) (let 10))
137	Doel van de vernieuwing is het genereren van dynamiek in de samenleving .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3)))) (ww 4) (NP (lid 5) (ww 6) (PP (vz 7) (NP (n 8) (PP (vz 9) (NP (lid 10) (n 11))))))) (let 12))
138	Met andere woorden : juist jongeren hebben belang bij dit proces .	(ROOT (DU (MWU (vz 0) (adj 1) (n 2)) (let 3) (SMAIN (NP (bw 4) (adj 5)) (ww 6) (NP (n 7) (PP (vz 8) (NP (vnw 9) (n 10)))))) (let 11))
139	Laat daarom uw stem horen .	(ROOT (SV1 (ww 0) (INF (bw 1) (NP (vnw 2) (n 3)) (ww 4))) (let 5))
140	Doe mee !	(ROOT (SV1 (ww 0) (vz 1)) (let 2))
141	Ik vind het fijn hier vandaag bij u te zijn .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (adj 3) (TI (INF (vnw 4) (bw 5) (PP (vz 6) (vnw 7)) (ww 9)) (vz 8))) (let 10))
142	In Nederland spreek ik veel met jongeren en studenten over de toekomst .	(ROOT (SMAIN (PP (vz 0) (n 1)) (ww 2) (vnw 3) (vnw 4) (PP (vz 5) (CONJ (adj 6) (vg 7) (n 8))) (PP (vz 9) (NP (lid 10) (n 11)))) (let 12))
143	Ik probeer mensen altijd te motiveren om het beste uit zichzelf te halen . Om hun talenten te ontwikkelen .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (TI (INF (n 2) (bw 3) (ww 5) (OTI (vz 6) (TI (INF (NP (lid 7) (adj 8)) (PP (vz 9) (vnw 10)) (ww 12)) (vz 11)))) (vz 4))) (let 13) (OTI (vz 14) (TI (INF (NP (vnw 15) (n 16)) (ww 18)) (vz 17)))) (let 19))
144	Om te excelleren .	(ROOT (OTI (vz 0) (TI (vz 1) (ww 2))) (let 3))
145	Ik doe die oproep ook aan u en via u aan alle burgers in dit Caribische deel van het Koninkrijk .	(ROOT (CONJ (SMAIN (vnw 0) (ww 1) (NP (vnw 2) (n 3)) (bw 4) (PP (vz 5) (vnw 6))) (vg 7) (SMAIN (PP (vz 8) (vnw 9)) (PP (vz 10) (NP (vnw 11) (n 12) (PP (vz 13) (NP (vnw 14) (adj 15) (n 16) (PP (vz 17) (NP (lid 18) (n 19))))))))) (let 20))
146	Streef naar de top .	(ROOT (SV1 (ww 0) (PP (vz 1) (NP (lid 2) (n 3)))) (let 4))
147	Neem uw verantwoordelijkheid .	(ROOT (SV1 (ww 0) (NP (vnw 1) (n 2))) (let 3))
148	Vaar mee op de golven van de dynamiek .	(ROOT (SV1 (ww 0) (vz 1) (PP (vz 2) (NP (lid 3) (n 4) (PP (vz 5) (NP (lid 6) (n 7)))))) (let 8))
149	Met de passaatwind in de zeilen ben ik er dan van overtuigd dat we de toekomst met vertrouwen tegemoet kunnen zien .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2) (PP (vz 3) (NP (lid 4) (n 5))))) (ww 6) (vnw 7) (PPART (PP (vnw 8) (vz 10) (CP (vg 12) (SSUB (vnw 13) (INF (NP (lid 14) (n 15)) (PP (vz 16) (n 17)) (bw 18) (ww 20)) (ww 19)))) (bw 9) (ww 11))) (let 21))
150	Dank u wel .	(ROOT (MWU (ww 0) (vnw 1) (bw 2)) (let 3))
151	Toespraak minister-president op Sint Maarten , 12-02-2008 , In het ' Courthouse ' van Sint Maarten spreekt minister-president Balkenende over de fundamenten van de rechtsstaat : adequate rechtshandhaving en deugdelijk bestuur .	(ROOT (DU (CONJ (n 0) (NP (n 1) (PP (vz 2) (MWU (spec 3) (spec 4)))) (let 5) (n 6)) (let 7) (SMAIN (PP (vz 8) (NP (lid 9) (let 10) (n 11) (let 12) (PP (vz 13) (MWU (spec 14) (spec 15))))) (ww 16) (NP (n 17) (n 18)) (PP (vz 19) (NP (lid 20) (n 21) (PP (vz 22) (NP (lid 23) (n 24))) (let 25) (CONJ (NP (adj 26) (n 27)) (vg 28) (NP (adj 29) (n 30))))))) (let 31))
152	Het is voor mij een bijzondere eer om hier vandaag voor u te staan in dit historische Courthouse . Dit is is natuurlijk bovenal het huis van Vrouwe Justitia , het huis van gerechtigheid .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (PP (vz 2) (vnw 3)) (NP (lid 4) (adj 5) (n 6)) (OTI (vz 7) (TI (INF (vnw 8) (bw 9) (PP (vz 10) (vnw 11)) (ww 13) (PP (vz 14) (NP (vnw 15) (adj 16) (n 17)))) (vz 12)))) (let 18) (SMAIN (vnw 19) (ww 20) (ww 21) (adj 22) (bw 23) (NP (lid 24) (n 25) (PP (vz 26) (NP (MWU (spec 27) (spec 28)) (let 29) (NP (lid 30) (n 31) (PP (vz 32) (n 33)))))))) (let 34))
153	Om in de stijl van deze locatie te blijven , spreek ik vandaag graag over fundamenten van een rechtsstaat : adequate rechtshandhaving en deugdelijk bestuur .	(ROOT (SMAIN (OTI (vz 0) (TI (INF (PP (vz 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (vnw 5) (n 6))))) (ww 8)) (vz 7))) (let 9) (ww 10) (vnw 11) (bw 12) (bw 13) (PP (vz 14) (NP (n 15) (PP (vz 16) (NP (lid 17) (n 18))) (let 19) (CONJ (NP (adj 20) (n 21)) (vg 22) (NP (adj 23) (n 24)))))) (let 25))
154	Het Koninkrijk verandert .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2)) (let 3))
155	Sint Maarten wordt land , als aan de gezamenlijk afgesproken criteria is voldaan .	(ROOT (SMAIN (MWU (spec 0) (spec 1)) (ww 2) (n 3) (let 4) (CP (vg 5) (SSUB (PPART (PP (vz 6) (NP (lid 7) (adj 8) (ww 9) (n 10))) (ww 12)) (ww 11)))) (let 13))
156	Het proces van staatkundige vernieuwing is niet eenvoudig .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (adj 3) (n 4)))) (ww 5) (AP (bw 6) (adj 7))) (let 8))
157	Het vraagt tijd , wederzijds begrip , energie en zorgvuldigheid .	(ROOT (SMAIN (vnw 0) (ww 1) (CONJ (n 2) (let 3) (NP (adj 4) (n 5)) (let 6) (n 7) (vg 8) (n 9))) (let 10))
158	Maar iedereen is het eens over het uiteindelijke doel : een goede toekomst voor de inwoners van de eilanden . Dus ook voor Sint Maarten .	(ROOT (DU (DU (vg 0) (SMAIN (vnw 1) (ww 2) (vnw 3) (bw 4) (PP (vz 5) (NP (lid 6) (adj 7) (n 8) (let 9) (NP (lid 10) (adj 11) (n 12) (PP (vz 13) (NP (lid 14) (n 15) (PP (vz 16) (NP (lid 17) (n 18)))))))))) (let 19) (DU (bw 20) (PP (bw 21) (vz 22) (MWU (spec 23) (spec 24))))) (let 25))
159	Ik zie een samenleving voor me waar iedereen gelijke kansen heeft . Zowel de zoon van het kamermeisje , als de dochter van de bankdirecteur kunnen hun talenten volledig ontplooien .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (vnw 5)) (REL (vnw 6) (SSUB (vnw 7) (NP (adj 8) (n 9)) (ww 10))))) (let 11) (SMAIN (CONJ (bw 12) (NP (lid 13) (n 14) (PP (vz 15) (NP (lid 16) (n 17)))) (let 18) (vg 19) (NP (lid 20) (n 21) (PP (vz 22) (NP (lid 23) (n 24))))) (ww 25) (INF (NP (vnw 26) (n 27)) (adj 28) (ww 29)))) (let 30))
160	Ik zie een samenleving voor me vol dynamiek , handel en ondernemerschap .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (PP (vz 4) (vnw 5)) (PP (adj 6) (CONJ (n 7) (let 8) (n 9) (vg 10) (n 11))))) (let 12))
161	Buitenlandse investeerders staan in de rij , toeristen vinden er een paradijselijke vakantie - ook om die reden is zorg voor de natuurlijke leefomgeving van groot belang .	(ROOT (DU (SMAIN (NP (adj 0) (n 1)) (ww 2) (PP (vz 3) (NP (lid 4) (n 5)))) (let 6) (SMAIN (n 7) (ww 8) (vnw 9) (NP (lid 10) (adj 11) (n 12))) (let 13) (SMAIN (PP (bw 14) (vz 15) (NP (vnw 16) (n 17))) (ww 18) (NP (n 19) (PP (vz 20) (NP (lid 21) (adj 22) (n 23) (PP (vz 24) (NP (adj 25) (n 26)))))))) (let 27))
162	Ik zie een samenleving waar de overheid en burgers bondgenoten zijn . Samen werken ze aan een land dat een baken is van solidariteit , welvaart en respect . Ik zie een samenleving die niet in de houdgreep zit van corruptie en criminaliteit .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (NP (lid 2) (n 3) (REL (vnw 4) (SSUB (CONJ (NP (lid 5) (n 6)) (vg 7) (NP (n 8))) (n 9) (ww 10))))) (let 11) (SMAIN (bw 12) (ww 13) (vnw 14) (PP (vz 15) (NP (lid 16) (n 17) (REL (vnw 18) (SSUB (NP (lid 19) (n 20) (PP (vz 22) (CONJ (n 23) (let 24) (n 25) (vg 26) (n 27)))) (ww 21)))))) (let 28) (SMAIN (vnw 29) (ww 30) (NP (lid 31) (n 32) (REL (vnw 33) (SSUB (bw 34) (PP (vz 35) (NP (lid 36) (n 37))) (ww 38)))) (PP (vz 39) (CONJ (n 40) (vg 41) (n 42))))) (let 43))
163	Maar een samenleving vol hoop en vertrouwen .	(ROOT (DU (vg 0) (NP (lid 1) (n 2) (PP (adj 3) (CONJ (n 4) (vg 5) (n 6))))) (let 7))
