index	original	level
315	In 450 na de dood van haar broer Theodosius II trouwt zij met Marcianus om de Theodosiaanse dynastie veilig te stellen.	C1
316	Zij speelde tijdens de eerste helft van de vijfde eeuw gedurende 35 jaar een voorname rol in de binnenlandse en religieuze politiek van het Oost-Romeinse rijk.	C1
317	Pulcheria bij het bereiken van haar volwassenheid op vijftienjarige leeftijd tot Augusta.	C1
318	Daarna fungeerde zij als voogd voor haar twee jaar jongere broer.	C1
319	Om te voorkomen dat ze gedwongen zou worden te trouwen legde zij een gelofte van maagdelijkheid af.	C1
320	Pulcheria behield echter een sterke invloed op haar broer.	C1
321	Hoewel zij nog een jonge vrouw was deed zij in het politieke machtsspel niet onder voor veel oudere mannelijke tegenstrevers.	C1
322	Tijdens haar tijd als Augusta en haar broers keizerschap vonden er veel belangrijke gebeurtenissen plaats.	C1
323	De invloed van Pulcheria was echter het grootste op religieus gebied.	C1
324	Zij leunde sterk op de militaire macht van oorspronkelijk Germaanse officieren, vooral op de Alaan Aspar, die de rang van magister militum bereikte, en daarmee invloed kreeg op de keuze van een keizer.	C1
325	In het geval van een gemengde concessieopdracht als bedoeld in het eerste lid, die ten dele betrekking heeft op sociale en andere specifieke diensten, genoemd in bijlage IV bij richtlijn 2014/23/EU en ten dele op andere diensten, wordt het hoofdvoorwerp bepaald door de hoogst geraamde waarde van de desbetreffende diensten.	C1
326	Dit artikel is van toepassing op opdrachten die zowel onderdelen omvatten waarop deel 2a van deze wet van toepassing is, als onderdelen waarop deel 2a van deze wet niet op van toepassing is.	C1
327	Indien een opdracht als bedoeld in het eerste lid objectief gezien niet deelbaar is in verschillende onderdelen, gelden de bepalingen die van toepassing zijn op het hoofdvoorwerp van de desbetreffende opdracht.	C1
328	Indien een opdracht als bedoeld in het vijfde lid zowel onderdelen bevat van een concessieopdracht als onderdelen van een overheidsopdracht waarop deel 2 van deze wet van toepassing is of onderdelen van een speciale-sectoropdracht waarop deel 3 van deze wet van toepassing is, wordt de gemengde opdracht gegund overeenkomstig de bepalingen van deel 2 respectievelijk deel 3 van deze wet.	C1
329	Trouwe lezer HJ wees ons op een leuk interview (de Volkskrant, 15 december) met Alexander Rinnooy Kan over allerhande belangrijke politieke zaken na het mislukken van het AOW-overleg.	B2
330	Zelf weet Rinnooy Kan als geen ander dat het verstandig is je te blijven ontwikkelen.	B2
331	De wiskundige verliet op zijn 41ste de wetenschap.	B2
332	De tragiek van de wiskundige is dat je vanaf je veertigste weinig nieuws meer kunt.	B2
333	Ik weet niet wat het precies is, maar je creativiteit, flexibiliteit of je vermogen slijt om lang en diep na te denken over abstracties.	B2
334	Het is een groot verdriet van menig wiskundige.	B2
335	Hoewel hij zich niet meer actief bezighoudt met wiskunde, heeft hij zijn passie ervoor behouden.	B2
336	Voor het eerst in het gesprek begint hij uitbundig te vertellen.	B2
337	G.H. Hardy schreef daar zo'n prachtig boekje over!	B2
338	Pas op zijn 60ste beseft hij dat zijn creativiteit aan het verdwijnen is.	B2
339	Hij vindt zijn leven zinloos geworden.	B2
340	Maar het kan ook anders.	B2
341	Hardy beschrijft een prachtige anekdote over de Indiase wiskundige Ramanujan, die op zijn sterfbed ligt.	B2
342	Wiskundigen zijn niet de makkelijkste praters, dus Hardy zegt dat hij in een taxi zat met een nummer waar hij echt niks bijzonders in kon ontdekken, ik meen 1789.	B2
343	Om ons te beschermen hebben we een afweersysteem (immuunsysteem).	B2
344	Soms gaat er bij de afweer iets mis.	B2
345	Bij een auto-immuunziekte valt het lichaam eigen cellen aan.	B2
346	Suikerziekte(diabetes II), reuma en MS zijn voorbeelden.	B2
347	Een allergie is het resultaat van en ‘overdreven’ reactie van je lichaam op niet gevaarlijk stoffen.	B2
348	Hooikoorts en rode vlekken bij het dragen van zilveren sieraden wijzen op een allergie.	B2
349	Bij een ziekte zoals AIDS, die veroorzaakt wordt door het HIV, werkt een gedeelte van de afweer van het lichaam tegen een virus niet.	B2
350	Hierdoor wordt de patiënt vatbaar voor andere ziekteverwekkers.	B2
351	De capabilitybenadering benadrukt de regie van mensen over hun leven.	C1
352	De term actorschap is een vertaling van het Engelse begrip agency , dat verwijst naar de mens als een autonoom wezen dat meer of minder de gelegenheid heeft om de regie te voeren over het eigen leven.	C1
353	De persoon die als actor dat actorschap uitoefent, doet dat in een doelgericht proces waarin de beschikbare mogelijkheden worden omgezet in functioneren.	C1
354	We kunnen daarmee de ‘eigen regie’ van iemand voor een belangrijk deel beschrijven als het kunnen maken van autonome keuzes uit de verschillende alternatieve mogelijkheden die de persoon ter beschikking staan.	C1
355	Sen (1999) spreekt van een actor die handelt en verandering teweegbrengt.	C1
356	Zoals al eerder aangegeven, kiezen mensen voor verschillende soorten van functioneren die voor hen van waarde zijn.	C1
357	Het begrip actorschap verwijst naar het handelen door de actor dat nodig is om de verschillende soorten van functioneren (doen en zijn) te realiseren.	C1
358	De termen actorschap en agency maken van de capabilitybenadering een relevante benadering voor het sociale-agogische domein .	C1
359	Immers, door middel van hun professionele handelen (agency) streven sociaal-agogen naar veranderingen die gericht zijn op het vergroten van de (autonome) keuze- en handelingsmogelijkheden van mensen om daarmee het actorschap van mensen te bevorderen.	C1
360	Een agent in de Amerikaanse staat Ohio is geschorst na de dood van een zwarte man in de stad Columbus.	B1+
361	Die werd in de nacht van maandag op dinsdag doodgeschoten door de politie.	B1+
362	Een inwoner van de stad had de politie gebeld om te klagen over het gedrag van de 47-jarige man.	B1+
363	Hij zat geruime tijd in zijn auto en zette die herhaaldelijk aan en uit, aldus de politie.	B1+
364	Bij aankomst vonden agenten de man in een garage.	B1+
365	Uit beelden van bodycams valt volgens de politie op te maken dat hij op agenten afliep met een mobiele telefoon in zijn linkerhand.	B1+
366	Zijn rechterhand was niet te zien.	B1+
367	Een agent schoot op de man, die gewond raakte en korte tijd later stierf in het ziekenhuis.	B1+
368	In de buurt van het slachtoffer werd geen wapen gevonden.	B1+
369	Bodycam stond niet aan Agenten zetten hun bodycams pas vlak na het incident aan.	B1+
370	Omdat de 60 seconden voor het aanzetten van de bodycams automatisch worden opgenomen, zijn er toch beelden beschikbaar.	B1+
371	Wat er is gezegd is niet duidelijk, omdat alleen video automatisch wordt geregistreerd.	B1+
372	De Democratische burgemeester van Columbus noemt het onacceptabel dat de camera's niet aanstonden.	B1+
373	Omdat het geen spoedmelding was voor de politie, waren ook de dashboardcamera's van de politieauto niet geactiveerd.	B1+
374	De politieman blijft geschorst tot het onderzoek naar het schietincident is afgerond.	B1+
375	Over de ziekte aids bestaan veel misverstanden.	B1+
376	Sommige mensen denken dat je besmet kunt raken door iemand een hand te geven.	B1+
377	Anderen denken dat het een ziekte is die alleen bij homoseksuelen voorkomt.	B1+
378	Maar wist je dat zelfs baby’s besmet kunnen zijn?	B1+
379	Hiv is een virus.	B1+
380	Een virus is een heel klein organisme (levend deeltje).	B1+
381	Een virus heeft lichaamsstoffen nodig om te kunnen groeien.	B1+
382	Het virus zoekt een cel op om in te wonen.	B1+
383	Daar verdubbelt hij zich telkens.	B1+
384	Het virus wordt groter.	B1+
385	Dan kan de cel gaan barsten omdat hij te vol zit.	B1+
386	Dit is niet goed voor je lichaam.	B1+
387	Het ene virus is gevaarlijker dan het andere virus.	B1+
388	Als je verkouden bent of griep hebt, komt dat door een virus.	B1+
389	Maar zo’n virus is lang niet zo gevaarlijk als het hiv-virus.	B1+
390	Door dat virus krijg je aids.	B1+
391	Iemand die besmet is met het hiv-virus noem je seropositief.	B1+
392	Human Immunodeficiency Virus.	B1+
393	Je lichaam heeft een immuunsysteem.	B1+
394	Dit dient als afweer tegen virussen en andere ziekmakers.	B1+
395	Je noemt het ook wel het afweersysteem.	B1+
396	Het probeert ervoor te zorgen dat jij niet ziek wordt.	B1+
397	Maar als je besmet bent met het hiv-virus werkt de afweer in je bloed niet meer goed en wordt je immuunsysteem aangetast.	B1+
398	Je wordt dan veel sneller ziek.	B1+
399	Mevrouw Bini Biemans-van der Wal Mevrouw Biemans, de geschiedenis van Utrecht is nooit ‘voltooid verleden tijd’.	B1+
400	U zult het daar vast mee eens zijn.	B1+
401	Gebeurtenissen in het verleden hebben deze stad gevormd, blijven ons bezig houden en hebben in sommige gevallen tot op de dag van vandaag invloed.	B1+
402	Uw onderzoek naar de Utrechtse geschiedenis - al vanaf 1987, dus al meer dan 30 jaar - is daarom van grote waarde.	B1+
403	Dat begon voor u met het achterhalen van de orgelhistorie van de Nicolaikerk vanaf de late middeleeuwen.	B1+
404	Later breidde uw onderzoeksterrein zich uit naar de bouwgeschiedenis, de sociale kenmerken van de ‘bewoners’ en de inrichting en het gebruik van de kerk door de eeuwen heen.	B1+
405	Daarvoor heeft u zich onder meer het moeilijk leesbare oude schrift eigen gemaakt.	B1+
406	En nog wekelijks bestudeert en ontcijfert u met veel toewijding talloze documenten.	B1+
407	Daarmee kunnen we u rekenen tot een expert in de geschiedenis van middeleeuws Utrecht.	B1+
408	Sinds 2004 draait u als vrijwilliger mee in de onderzoeksgroep van dr. Truus van Bueren van de Universiteit Utrecht, waarbij u in het bijzonder onderzoek verricht naar de memoria - ofwel de dodengedachtenis - in de middeleeuwen.	B1+
409	Alkali-silicareactie in beton Constructies kunnen worden aangetast door de alkali-silicareactie (ASR).	B2+
410	Dit is een chemische reactie die beton aantast.	B2+
411	Het optreden van ASR kan op termijn leiden tot constructieve risico’s.	B2+
412	Bovendien is het beheersen van de gevolgen van ASR kostbaar.	B2+
413	Er is Rijkswaterstaat daarom veel aan gelegen om dit soort risico’s voor nieuwe constructies te voorkomen en voor bestaande constructies tijdig ASR te onderkennen en te kunnen beoordelen.	B2+
414	Handboek ASR Alkali-silicareactie (ASR) is een schademechanisme dat het beton inwendig uit elkaar drukt.	B2+
415	Het gaat hierbij om een reactie tussen alkali (vooral uit het cement) en silica (vooral uit het zand en grind).	B2+
416	De reactie trekt water aan en de gevormde gel gaat hierdoor zwellen.	B2+
417	Zo wordt het beton van binnen uit kapot gedrukt.	B2+
418	Dat kan soms, naast scheuren en vervormingen, leiden tot onveilige constructies.	B2+
419	Rijkswaterstaat heeft in de afgelopen jaren geïnvesteerd in het opstellen van goede regelgeving om de risico’s te kunnen beheersen.	B2+
420	Samen met de CUR zijn aanbevelingen opgesteld voor zowel het voorkomen van deze schade in nieuwe constructies als voor het beoordelen van bestaande constructies.	B2+
421	Bovendien heeft Rijkswaterstaat een handboek opgesteld om dit soort schade tijdig te herkennen bij inspecties.	B2+
422	Rijkswaterstaat wil graag ook andere Nederlandse opdrachtgevers in staat stellen hun constructies te (laten) inspecteren op ASR.	B2+
423	Gijs keek naar het papier dat in vliegende vaart op zijn tafel was gelegd.	A2+
424	Het was een losgescheurd blaadje, waarop slordig Vragenlijst geschreven stond.	A2+
425	Daaronder de vragen, één tot en met zeven.	A2+
426	Gijs draaide zijn hoofd een stukje en keek vanuit zijn ooghoek schuin achter zich.	A2+
427	Daar zat Dietie Romein met een pen in haar mond rustig naar het bord te kijken.	A2+
428	Heel gewoon.	A2+
429	Niks aan de hand.	A2+
430	Niks aan de hand?	A2+
431	Alles aan de hand!	A2+
432	Want zij was het geweest die de vragen onder zijn neus had geschoven, zeker weten.	A2+
433	Een zwart, plastic kralenarmbandje was langs hem gezoefd.	A2+
434	Háár kralen - armbandje.	A2+
435	Meester Allard draaide zich om naar de klas.	A2+
436	Gijs deed zijn best om zijn blik op het bord gericht te houden, maar onder hem lag iets wat oneindig veel interessanter was.	A2+
437	Van Dietie Romein.	A2+
438	Zo meteen ging hij zien wat ze van hem wilde.	A2+
439	Zo meteen, als meester Allard de andere kant op keek.	A2+
440	Romein zat sinds januari bij hem, Gijs, in de klas en had hem, Gijs, nog nooit één blik waardig gekeurd.	A2+
441	Ze wist waarschijnlijk niet eens dat hij bestond.	A2+
442	Starr zich uit te spreken tegen politiegeweld.	B2
443	Dat doet ze overtuigend: als dit de volgende generatie is, dan komt het hopelijk goed.	B2
444	Give vertelt de vader van hoofdpersoon Starr (Amandla Stenberg) aan haar en haar twee broertjes wat ze moeten doen als ze in hun auto worden aangehouden door de politie.	B2
445	Handen op het dashboard, zegt hij.	B2
446	De kinderen leggen hun handen plat op de keukentafel.	B2
447	En hou ze daar, zegt hij, want de politie moet ze te allen tijde kunnen zien.	B2
448	Daarna moeten ze het manifest van de Black Panthers uit hun hoofd leren.	B2
449	Everybody, een les in de deprimerende vicieuze cirkel van een racistische samenleving.	B2
450	Want als er één ding duidelijk wordt in The Hate U Give is het dat wel: dat de maatschappij waarin Starr leeft doordrongen is van racisme.	B2
451	Soms neemt die de vorm aan van ondubbelzinnige discriminatie, maar soms ook van subtielere achterstelling.	B2
452	Bedrijven die vliegvakanties verkopen, stoppen daar voorlopig mee.	A2+
453	De regering wil dat mensen niet meer op vakantie gaan, maar daar was op Schiphol weinig van te merken.	A2+
454	Gisteren was het er hartstikke druk.	A2+
455	Om te zorgen dat zoiets niet meer gebeurd, gaan er nu minder vluchten.	A2+
456	Mensen die al op vakantie zijn, kunnen hun vakantie wel gewoon afmaken.	A2+
457	De vluchten terug naar Nederland gaan nog wel.	A2+
458	De regering wil dat mensen alleen reizen als het echt niet anders kan.	A2+
459	Binnenkort moet je daar misschien een bewijs voor hebben, anders mag je niet in een vliegtuig stappen.	A2+
460	Dennis Lijnsveld en Juul Spies, onze collega’s bij BIT, zijn vorig jaar rond deze tijd op het idee gekomen om samen een fietstocht te maken waarmee zij ook direct een goed doel zouden ondersteunen.	B1+
461	HuZes is hét evenement waarvoor zij zich willen gaan inzetten.	B1+
462	BIT steunt uiteraard deze pittige uitdaging en wenst Juul en Dennis veel succes toe.	B1+
463	Tussen de vorige update na ons trainingskamp en vandaag, een dag voor de start van de Alpe d’Huzes, is er veel gebeurd.	B1+
464	Na het trainingskamp zijn we druk doorgegaan met trainen en het werven van sponsoren.	B1+
465	Drie weken geleden ging het voor Juul tijdens een training echter goed mis toen hij werd aangereden door een auto.	B1+
466	Na twee dagen in het ziekenhuis gelegen te hebben bleek alles wonder boven wonder redelijk in orde en mocht hij gelukkig weer naar huis om daar verder te herstellen.	B1+
467	Het was op dat moment echter nog wel de vraag of er überhaupt naar Frankrijk afgereisd kon worden, laat staan dat er gefietst kon worden.	B1+
468	Na een week thuis gelegen te hebben ging vanaf dat moment het herstel erg snel.	B1+
469	Het oplossen van (Natuurkunde) opgaven vraagt een heldere redeneerstijl en vaak ook enige structuur in de zoektocht naar het antwoord.	B1
470	Maar wat is er nu echt aan de hand als het niet lukt om een opgave goed uit te werken?	B1
471	In dit bericht kijk ik naar hoe een leerling geholpen kan worden.	B1
472	We vragen leerlingen om de theorie goed door te nemen, veel te oefenen (alle opgaven te maken) en daarbij gebruik te maken van de Systematische Probleem Aanpak.	B1
